Feature ID	Taxon	Confidence
64f828d689e722fb29dc96372eb1a337	D_0__Bacteria;D_1__Acidobacteria;D_2__Blastocatellia (Subgroup 4);D_3__Blastocatellales;D_4__Blastocatellaceae	0.9637262689777173
c7ca39fd6b3828a2793bd6b40417c18b	D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia;D_3__IMCC26256	0.9825708514691852
f12106963444363c13bdcb276d1c8e5c	D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Streptomycetales;D_4__Streptomycetaceae;D_5__Streptomyces	0.9917074036357338
47f5fc98f6eaff242ae767d5319e56a0	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;D_4__Chitinophagaceae;D_5__Taibaiella;D_6__Taibaiella sp.	0.7645750448315725
9b7f2e2969ed13cd86a8ccfd39f4c0ee	D_0__Bacteria;D_1__Actinobacteria;D_2__Thermoleophilia;D_3__Solirubrobacterales;D_4__Solirubrobacteraceae	0.9641261131145314
0013c1743927ee19a962b903b8990896	D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae;D_3__Chthoniobacterales;D_4__Chthoniobacteraceae;D_5__Candidatus Udaeobacter	0.9998079607190634
0095c7897ff979012e8a189f89237d17	D_0__Bacteria;D_1__Actinobacteria;D_2__MB-A2-108	0.9721909026976834
33df832b1e9ad54c3558fabb4cc38aa3	D_0__Bacteria;D_1__Actinobacteria;D_2__Thermoleophilia;D_3__Gaiellales;D_4__Gaiellaceae;D_5__Gaiella	0.780830633901287
dbdf480874e2fbebff7def8c1df1cdd3	D_0__Bacteria;D_1__Chloroflexi;D_2__Gitt-GS-136	0.999934223354867
238fc676cf36514778672c55d9b3afbb	D_0__Bacteria;D_1__Actinobacteria	0.9909516141905526
3503f0cdefa0311819fa7a4d0ac2eba1	D_0__Bacteria;D_1__Chloroflexi;D_2__Chloroflexia;D_3__Kallotenuales;D_4__AKIW781;D_5__uncultured bacterium;D_6__uncultured bacterium	0.8586890076999686
a34cd567fa50e7f0879a3cec3d17ce23	D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 25	0.9828110615945586
47f10c593b7a7ed501f41316c8c12a75	D_0__Bacteria;D_1__Armatimonadetes;D_2__uncultured	0.9082401513640147
4470359f37453cf2d8fc1ea96257dda2	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Caulobacterales;D_4__Caulobacteraceae	0.9996158268923597
bdd7f2d5f6029bef7a0521f5897fb3be	D_0__Bacteria;D_1__Planctomycetes;D_2__OM190	0.7835254345288468
