sample	seqname	count
P13625_1077_S77	seq_000001383	1
P13625_1075_S75	seq_000001384	11
P13625_1079_S79	seq_000001384	179
P13625_1080_S80	seq_000001384	137
P13625_1075_S75	seq_000001385	7528
P13625_1079_S79	seq_000001386	12
P13625_1080_S80	seq_000001387	4
P13625_1077_S77	seq_000001388	11
P13625_1078_S78	seq_000001388	5
P13625_1076_S76	seq_000001389	4
P13625_1076_S76	seq_000001390	8
P13625_1080_S80	seq_000001391	6
P13625_1080_S80	seq_000001392	7
P13625_1075_S75	seq_000001393	771
P13625_1075_S75	seq_000001394	483
P13625_1075_S75	seq_000001395	37727
P13625_1077_S77	seq_000001395	10
P13625_1078_S78	seq_000001395	18
P13625_1079_S79	seq_000001395	13
P13625_1080_S80	seq_000001395	13
P13625_1075_S75	seq_000001396	504
P13625_1075_S75	seq_000001397	589
P13625_1075_S75	seq_000001398	234
P13625_1075_S75	seq_000001399	508
P13625_1075_S75	seq_000001400	233
P13625_1075_S75	seq_000001401	192
P13625_1075_S75	seq_000001402	383
P13625_1075_S75	seq_000001403	2441
P13625_1077_S77	seq_000001404	2
P13625_1075_S75	seq_000001405	370
P13625_1076_S76	seq_000001406	28
P13625_1077_S77	seq_000001406	26
P13625_1078_S78	seq_000001406	27
P13625_1075_S75	seq_000001407	2265
P13625_1075_S75	seq_000001408	5
P13625_1077_S77	seq_000001408	96
P13625_1078_S78	seq_000001408	82
P13625_1075_S75	seq_000001409	2
P13625_1077_S77	seq_000001410	4
P13625_1080_S80	seq_000001411	5
P13625_1076_S76	seq_000001412	1
P13625_1080_S80	seq_000001413	3
P13625_1078_S78	seq_000001414	5
P13625_1077_S77	seq_000001415	10
P13625_1080_S80	seq_000001416	16
P13625_1077_S77	seq_000001417	16
P13625_1079_S79	seq_000001418	12
P13625_1075_S75	seq_000001419	22
P13625_1079_S79	seq_000001420	24
P13625_1076_S76	seq_000001421	19
P13625_1078_S78	seq_000001422	24
P13625_1077_S77	seq_000001423	13
P13625_1079_S79	seq_000001424	40
P13625_1080_S80	seq_000001424	23
P13625_1079_S79	seq_000001425	6
P13625_1077_S77	seq_000001426	35
P13625_1078_S78	seq_000001426	22
P13625_1079_S79	seq_000001426	55
P13625_1080_S80	seq_000001426	47
P13625_1077_S77	seq_000001427	28
P13625_1078_S78	seq_000001427	40
P13625_1075_S75	seq_000001428	7
P13625_1077_S77	seq_000001428	95
P13625_1078_S78	seq_000001428	39
P13625_1077_S77	seq_000001429	39
P13625_1077_S77	seq_000001430	45
P13625_1078_S78	seq_000001430	28
P13625_1079_S79	seq_000001430	36
P13625_1080_S80	seq_000001431	40
P13625_1077_S77	seq_000001432	17
P13625_1079_S79	seq_000001433	26
P13625_1080_S80	seq_000001433	20
P13625_1080_S80	seq_000001434	9
P13625_1079_S79	seq_000001435	12
P13625_1080_S80	seq_000001435	6
P13625_1077_S77	seq_000001436	80
P13625_1078_S78	seq_000001436	54
P13625_1075_S75	seq_000001437	4
P13625_1077_S77	seq_000001437	120
P13625_1078_S78	seq_000001437	70
P13625_1079_S79	seq_000001437	117
P13625_1080_S80	seq_000001437	99
P13625_1078_S78	seq_000001438	1
P13625_1080_S80	seq_000001439	24
P13625_1079_S79	seq_000001440	1
P13625_1079_S79	seq_000001441	1
P13625_1079_S79	seq_000001442	5
P13625_1079_S79	seq_000001443	1
P13625_1079_S79	seq_000001444	1
P13625_1077_S77	seq_000001445	37
P13625_1077_S77	seq_000001446	62
P13625_1078_S78	seq_000001446	92
P13625_1077_S77	seq_000001447	66
P13625_1078_S78	seq_000001447	41
P13625_1077_S77	seq_000001448	64
P13625_1078_S78	seq_000001448	50
P13625_1079_S79	seq_000001448	68
P13625_1080_S80	seq_000001448	81
P13625_1079_S79	seq_000001449	7
P13625_1080_S80	seq_000001449	8
P13625_1077_S77	seq_000001450	4
P13625_1077_S77	seq_000001451	11
P13625_1077_S77	seq_000001452	9
P13625_1080_S80	seq_000001452	5
P13625_1075_S75	seq_000001453	227
P13625_1077_S77	seq_000001454	24
P13625_1078_S78	seq_000001454	14
P13625_1080_S80	seq_000001454	9
P13625_1077_S77	seq_000001455	9
P13625_1078_S78	seq_000001455	6
P13625_1080_S80	seq_000001455	4
P13625_1077_S77	seq_000001456	12
P13625_1077_S77	seq_000001457	13
P13625_1078_S78	seq_000001457	8
P13625_1077_S77	seq_000001458	12
P13625_1078_S78	seq_000001458	8
P13625_1078_S78	seq_000001459	3
P13625_1079_S79	seq_000001459	11
P13625_1080_S80	seq_000001459	18
P13625_1079_S79	seq_000001460	28
P13625_1080_S80	seq_000001460	24
P13625_1077_S77	seq_000001461	3
P13625_1078_S78	seq_000001461	9
P13625_1077_S77	seq_000001462	50
P13625_1078_S78	seq_000001462	42
P13625_1077_S77	seq_000001463	5
P13625_1079_S79	seq_000001463	11
P13625_1080_S80	seq_000001463	12
P13625_1075_S75	seq_000001464	4
P13625_1077_S77	seq_000001464	91
P13625_1078_S78	seq_000001464	77
P13625_1079_S79	seq_000001464	40
P13625_1080_S80	seq_000001464	29
P13625_1080_S80	seq_000001465	5
P13625_1078_S78	seq_000001466	24
P13625_1077_S77	seq_000001467	37
P13625_1079_S79	seq_000001468	11
P13625_1077_S77	seq_000001469	8
P13625_1077_S77	seq_000001470	14
P13625_1078_S78	seq_000001470	17
P13625_1077_S77	seq_000001471	7
P13625_1077_S77	seq_000001472	10
P13625_1078_S78	seq_000001472	15
P13625_1077_S77	seq_000001473	29
P13625_1078_S78	seq_000001473	22
P13625_1080_S80	seq_000001474	6
P13625_1077_S77	seq_000001475	1
P13625_1077_S77	seq_000001476	14
P13625_1078_S78	seq_000001476	15
P13625_1079_S79	seq_000001476	34
P13625_1080_S80	seq_000001476	17
P13625_1077_S77	seq_000001477	22
P13625_1078_S78	seq_000001477	13
P13625_1079_S79	seq_000001478	3
P13625_1077_S77	seq_000001479	4
P13625_1077_S77	seq_000001480	12
P13625_1078_S78	seq_000001480	10
P13625_1079_S79	seq_000001481	1
P13625_1077_S77	seq_000001482	60
P13625_1078_S78	seq_000001482	62
P13625_1079_S79	seq_000001482	30
P13625_1079_S79	seq_000001483	41
P13625_1080_S80	seq_000001483	42
P13625_1079_S79	seq_000001484	14
P13625_1077_S77	seq_000001485	17
P13625_1077_S77	seq_000001486	32
P13625_1077_S77	seq_000001487	40
P13625_1079_S79	seq_000001488	5
P13625_1080_S80	seq_000001488	9
P13625_1075_S75	seq_000001489	4
P13625_1077_S77	seq_000001489	173
P13625_1078_S78	seq_000001489	86
P13625_1079_S79	seq_000001489	182
P13625_1080_S80	seq_000001489	152
P13625_1077_S77	seq_000001490	1
P13625_1079_S79	seq_000001491	1
P13625_1080_S80	seq_000001492	1
P13625_1077_S77	seq_000001493	11
P13625_1079_S79	seq_000001494	15
P13625_1080_S80	seq_000001494	6
P13625_1077_S77	seq_000001495	20
P13625_1078_S78	seq_000001496	1
P13625_1075_S75	seq_000001497	18
P13625_1077_S77	seq_000001497	485
P13625_1078_S78	seq_000001497	459
P13625_1079_S79	seq_000001497	28
P13625_1080_S80	seq_000001497	26
P13625_1077_S77	seq_000001498	203
P13625_1078_S78	seq_000001498	204
P13625_1078_S78	seq_000001499	1
P13625_1077_S77	seq_000001500	1
P13625_1077_S77	seq_000001501	1
P13625_1078_S78	seq_000001502	1
P13625_1078_S78	seq_000001503	10
P13625_1077_S77	seq_000001504	20
P13625_1079_S79	seq_000001505	31
P13625_1080_S80	seq_000001505	24
P13625_1078_S78	seq_000001506	13
P13625_1079_S79	seq_000001506	8
P13625_1077_S77	seq_000001507	75
P13625_1078_S78	seq_000001507	48
P13625_1080_S80	seq_000001507	8
P13625_1077_S77	seq_000001508	13
P13625_1078_S78	seq_000001508	12
P13625_1077_S77	seq_000001509	15
P13625_1078_S78	seq_000001510	21
P13625_1079_S79	seq_000001511	7
P13625_1079_S79	seq_000001512	28
P13625_1077_S77	seq_000001513	36
P13625_1080_S80	seq_000001514	26
P13625_1078_S78	seq_000001515	24
P13625_1077_S77	seq_000001516	1
P13625_1077_S77	seq_000001517	1
P13625_1078_S78	seq_000001518	29
P13625_1077_S77	seq_000001519	29
P13625_1080_S80	seq_000001520	28
P13625_1079_S79	seq_000001521	50
P13625_1079_S79	seq_000001522	23
P13625_1080_S80	seq_000001522	28
P13625_1077_S77	seq_000001523	18
P13625_1080_S80	seq_000001524	19
P13625_1079_S79	seq_000001525	17
P13625_1080_S80	seq_000001525	27
P13625_1075_S75	seq_000001526	183
P13625_1075_S75	seq_000001527	442
P13625_1075_S75	seq_000001528	196
P13625_1075_S75	seq_000001529	909
